supp_factor,theta_factor,supp_thr,theta_thr,surviving_concepts
0.9,0.9,0.09223946784922395,0.8888173032673723,184
0.9,1.0,0.09223946784922395,0.9875747814081914,184
0.9,1.1,0.09223946784922395,1.0,0
1.0,0.9,0.10248829761024883,0.8888173032673723,153
1.0,1.0,0.10248829761024883,0.9875747814081914,153
1.0,1.1,0.10248829761024883,1.0,0
1.1,0.9,0.11273712737127373,0.8888173032673723,144
1.1,1.0,0.11273712737127373,0.9875747814081914,144
1.1,1.1,0.11273712737127373,1.0,0
