intent,intent_size,dimensions,n_customers,support,stability_proxy
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,5247,0.05620360551431601,0.9992376596150181
M2@0.3 & M2@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,5246,0.056192893944749724,0.9982844071673657
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,5243,0.05616075923605086,0.9988556170131604
M3@0.3 & R3@0.3 & R3@0.5,3,MR,5239,0.056117912957785704,0.9902653178087422
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & S5@0.3 & S5@0.5,9,FMRS,5234,0.056064355109954264,0.9994268246083301
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,5232,0.056042931970821684,0.9994266055045872
R4@0.3 & R4@0.5 & R5@0.3,3,R,5231,0.0560322204012554,0.9889122538711528
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,5204,0.055743008022965605,0.9980784012298232
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R2@0.3,6,FMR,5178,0.0554645072142421,0.9959443800695249
M2@0.3 & M2@0.5 & S4@0.3,3,MS,5162,0.05529312210118149,0.9936071290197598
M2@0.3 & M2@0.5 & S4@0.3 & S4@0.5,4,MS,5159,0.05526098739248262,0.9939910835433223
M4@0.3 & R4@0.3,2,MR,5151,0.055175294835952314,0.9815569792273345
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,5149,0.055153871696819734,0.9990289376577977
M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7,4,MR,5139,0.05504675600115685,0.9933839268340144
M2@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,5,MRS,5103,0.05466113949677046,0.9984322947285911
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R3@0.3,6,FMR,5093,0.054554023801107576,0.9923424307873552
M2@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,5085,0.05446833124457727,0.9984267453294002
M2@0.3 & M2@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,MS,5078,0.05439335025761325,0.9962583694367861
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R4@0.5 & R5@0.3,6,FR,5075,0.054361215548914384,0.9950738916256158
M3@0.3 & R5@0.3 & S5@0.3,3,MRS,5069,0.05429694613151665,0.9968435588873545
M3@0.3 & R5@0.3 & S5@0.3 & S5@0.5,4,MRS,5068,0.054286234561950364,0.9968429360694554
R4@0.3 & R4@0.5 & S4@0.3,3,RS,5066,0.054264811422817784,0.99249901302803
R4@0.3 & R4@0.5 & S4@0.3 & S4@0.5,4,RS,5059,0.054189830435853764,0.9930816366870923
R2@0.3 & R2@0.5 & R2@0.7 & S5@0.3,4,RS,5053,0.05412556101845603,0.9972293686918662
R2@0.3 & R2@0.5 & R2@0.7 & S5@0.3 & S5@0.5,5,RS,5051,0.05410413787932346,0.9972282716293803
M3@0.3 & R4@0.3 & S5@0.3,3,MRS,5045,0.054039868461925725,0.9958374628344896
M3@0.3 & R4@0.3 & S5@0.3 & S5@0.5,4,MRS,5043,0.05401844532279315,0.9958358120166567
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3 & R3@0.5,6,FMR,5038,0.053964887474961705,0.9940452560539896
R2@0.3 & R2@0.5 & R2@0.7 & S5@0.3 & S5@0.5 & S5@0.7,6,RS,5034,0.05392204119669655,0.9972189114024632
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,7,MRS,5032,0.05390061805756397,0.9996025437201908
M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3,4,MR,5025,0.05382563707059995,0.9958208955223881
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,5025,0.05382563707059995,0.9996019900497513
M3@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,5017,0.053739944514069646,0.9968108431333467
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,10,FMRS,5011,0.05367567509667191,0.999800439034125
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,5010,0.053664963527105626,0.9998003992015968
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & S4@0.3 & S4@0.5,7,FMS,5001,0.05356855940100903,0.998000399920016
M3@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,5000,0.05355784783144274,0.9958
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FMS,5000,0.05355784783144274,0.9982
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,8,FMRS,4989,0.05344002056621357,0.9993986770895971
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,4988,0.05342930899664728,0.9993985565356857
R5@0.3 & R5@0.5 & S4@0.3,3,RS,4947,0.05299013464442945,0.9925207196280574
M3@0.3 & M4@0.3,2,M,4946,0.05297942307486316,0.9799838253133846
M3@0.3 & M3@0.5 & R4@0.3 & R4@0.5,4,MR,4944,0.05295799993573058,0.9939320388349514
R5@0.3 & R5@0.5 & S4@0.3 & S4@0.5,4,RS,4939,0.05290444208789914,0.9927110751164203
R4@0.3 & R4@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,RS,4923,0.05273305697483852,0.9965468210440788
R3@0.3 & R4@0.3 & R4@0.5,3,R,4922,0.052722345405272236,0.9894351889475823
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R2@0.5 & R2@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,FRS,4921,0.05271163383570594,0.9989839463523674
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3,7,FMR,4918,0.05267949912700708,0.9979666531110207
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,4906,0.05255096029221162,0.996942519364044
M2@0.3 & M3@0.3 & S5@0.3,3,MS,4900,0.052486690874813884,0.9944897959183674
M2@0.3 & M3@0.3 & S5@0.3 & S5@0.5,4,MS,4899,0.0524759793052476,0.9946927944478465
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & M5@0.5,5,FM,4889,0.05236886360958471,0.994477398240949
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R4@0.5 & R4@0.7,6,MR,4873,0.0521974784965241,0.9981530884465422
M2@0.3 & M3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MS,4872,0.052186766926957805,0.9948686371100164
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R4@0.5 & R4@0.7,9,FMR,4857,0.05202609338346348,0.9989705579575869
M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5,4,MR,4833,0.05176901571387255,0.9939995861783572
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,4827,0.05170474629647482,0.9987569919204475
M3@0.3 & R2@0.3,2,MR,4821,0.051640476879077093,0.9836133582244347
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R4@0.5 & S4@0.3 & S4@0.5,7,FRS,4815,0.05157620746167936,0.998546209761163
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R4@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FRS,4813,0.05155478432254678,0.9989611468938292
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,4798,0.051394110779052454,0.9981242184243435
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R4@0.3 & R4@0.5,6,FR,4773,0.05112632153989524,0.9947622040645296
R5@0.3 & R5@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,RS,4766,0.05105134055293122,0.9960134284515317
M3@0.3 & S4@0.3,2,MS,4751,0.050890667009436896,0.9852662597347926
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMS,4747,0.050847820731171736,0.9978934063619128
M3@0.3 & S4@0.3 & S4@0.5,3,MS,4742,0.050794262883340296,0.9856600590468156
M2@0.3 & R2@0.3 & S5@0.3,3,MRS,4741,0.05078355131377401,0.9957814807002742
M2@0.3 & R2@0.3 & S5@0.3 & S5@0.5,4,MRS,4740,0.050772839744207716,0.9957805907172996
M2@0.3 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,4725,0.05061216620071339,0.995978835978836
R1@0.3 & R1@0.5 & S5@0.3,3,RS,4723,0.05059074306158081,0.9934363751852636
R1@0.3 & R1@0.5 & S5@0.3 & S5@0.5,4,RS,4722,0.050580031492014524,0.993434985175773
R1@0.3 & R1@0.5 & S5@0.3 & S5@0.5 & S5@0.7,5,RS,4713,0.05048362736591793,0.9938468067048589
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R4@0.3 & R4@0.5,7,FMR,4708,0.050430069518086484,0.9968139337298216
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R4@0.3,5,FMR,4705,0.05039793480938762,0.9904357066950054
M4@0.3 & R5@0.3,2,MR,4700,0.05034437696155618,0.9857446808510638
M1@0.3 & R1@0.3,2,MR,4697,0.05031224225285731,0.9923355333191399
M1@0.3 & M1@0.5 & R2@0.3 & S5@0.3 & S5@0.5,5,MRS,4691,0.05024797283545958,0.9987209550202516
M2@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,6,MRS,4690,0.05023726126589329,0.9982942430703625
M1@0.3 & M1@0.5 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,4686,0.05019441498762814,0.998719590268886
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3 & S5@0.3 & S5@0.5,8,FMRS,4673,0.050055164583266386,0.9993580141236893
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,4672,0.0500444530137001,0.9993578767123288
M2@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,4666,0.049980183596302366,0.9984997856836691
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R1@0.3,5,FMR,4663,0.0499480488876035,0.9957109157194939
M2@0.3 & R3@0.3 & R3@0.5 & S5@0.3,4,MRS,4659,0.049905202609338346,0.9974243399871217
M2@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,5,MRS,4658,0.04989449103977206,0.9974237870330614
F1@0.3 & F1@0.5 & F1@0.7 & R5@0.3 & R5@0.5 & S4@0.3 & S4@0.5,7,FRS,4655,0.04986235633107319,0.9987110633727175
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M4@0.3,5,FM,4654,0.04985164476150691,0.9892565535023635
F1@0.3 & F1@0.5 & F1@0.7 & R5@0.3 & R5@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FRS,4654,0.04985164476150691,0.9989256553502364
M2@0.3 & M2@0.5 & M2@0.7 & R3@0.3,4,MR,4648,0.049787375344109173,0.9939759036144579
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,4647,0.04977666377454289,0.9980632666236281
M2@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,4637,0.04966954807888,0.9976277765796852
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & R1@0.5 & S5@0.3 & S5@0.5 & S5@0.7,8,FRS,4636,0.04965883650931371,0.9978429680759275
R3@0.3 & R4@0.3 & S5@0.3,3,RS,4629,0.04958385552234969,0.9941672067401166
R3@0.3 & R4@0.3 & S5@0.3 & S5@0.5,4,RS,4628,0.0495731439527834,0.9941659464131374
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5,7,FMR,4622,0.04950887453538567,0.9967546516659455
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R2@0.3,5,FMR,4620,0.049487451396253095,0.9900432900432901
M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,7,MRS,4618,0.049466028257120515,0.9995669120831528
M1@0.3 & R4@0.3 & R5@0.3,3,MR,4615,0.04943389354842165,0.9930660888407368
M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,4610,0.04938033570059021,0.9995661605206074
R3@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,RS,4606,0.049337489422325055,0.9941380807642206
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,7,MRS,4598,0.04925179686579474,0.9995650282731623
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,4593,0.0491982390179633,0.9995645547572393
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,4593,0.0491982390179633,0.9997822773786197
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R5@0.3,6,FMR,4584,0.0491018348918667,0.9956369982547993
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,4583,0.049091123322300416,0.9993454069386865
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,4582,0.04908041175273413,0.9997817546922741
M3@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,MS,4580,0.04905898861360155,0.9921397379912664
M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,6,MRS,4553,0.04876977623531176,0.999341093784318
M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,4546,0.04869479524834774,0.9993400791904972
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,4544,0.048673372109215164,0.9986795774647887
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,9,FMRS,4534,0.04856625641355228,0.9995588883987648
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,4532,0.0485448332744197,0.999558693733451
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R3@0.3,7,FMR,4529,0.04851269856572084,0.9966880105983661
M2@0.3 & M2@0.5 & M3@0.3,3,M,4528,0.048501986996154545,0.9882950530035336
M2@0.3 & M2@0.5 & R3@0.3 & S5@0.3,4,MRS,4519,0.04840558287005795,0.9973445452533747
M2@0.3 & M2@0.5 & R3@0.3 & S5@0.3 & S5@0.5,5,MRS,4518,0.04839487130049166,0.99734395750332
M2@0.3 & M2@0.5 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,4502,0.048223486187431046,0.9975566414926699
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FRS,4492,0.04811637049176816,0.9977738201246661
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,6,MRS,4476,0.04794498537870754,0.9991063449508489
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,4451,0.04767719613955033,0.9991013255448213
R1@0.3 & R2@0.3,2,R,4446,0.04762363829171889,0.9811066126855601
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FMS,4438,0.047537945735188575,0.9966200991437585
M5@0.3 & M5@0.5 & M5@0.7,3,M,4419,0.047334425913429096,0.9812174700158407
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,4404,0.04717375236993477,0.9986376021798365
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M3@0.3,6,FM,4398,0.047109482952537036,0.9943155979990905
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,4380,0.046916674700343844,0.9995433789954338
M4@0.3 & R3@0.3,2,MR,4369,0.046798847435114664,0.9794003204394598
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & R2@0.3,5,FR,4346,0.04655248133509003,0.9884951679705476
M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & R2@0.5,5,MR,4331,0.046391807791595706,0.9963057030708843
R2@0.3 & R3@0.3 & S5@0.3,3,RS,4315,0.046220422678535086,0.9935110081112398
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & R2@0.5,8,FMR,4314,0.0462097111089688,0.9976819656930923
R2@0.3 & R3@0.3 & S5@0.3 & S5@0.5,4,RS,4312,0.04618828796983622,0.9937384044526901
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R5@0.3,5,FMR,4294,0.04599547971764303,0.9930135072193759
R2@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,RS,4285,0.04589907559154643,0.9939323220536757
M2@0.3 & R4@0.3 & R5@0.3,3,MR,4237,0.045384920252364576,0.9879631814963418
R3@0.3 & R3@0.5 & S4@0.3,3,RS,4235,0.045363497113232,0.9907910271546635
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & R3@0.7,6,MR,4233,0.04534207397409942,0.9983463264824002
R3@0.3 & R3@0.5 & S4@0.3 & S4@0.5,4,RS,4229,0.04529922769583427,0.9907779616930716
M3@0.3 & M3@0.5 & M3@0.7 & R4@0.3,4,MR,4227,0.045277804556701697,0.9924296191152118
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & R3@0.7,9,FMR,4225,0.045256381417569116,0.9988165680473373
M3@0.3 & R3@0.3 & S5@0.3,3,MRS,4220,0.04520282356973768,0.9947867298578199
M3@0.3 & R3@0.3 & S5@0.3 & S5@0.5,4,MRS,4218,0.0451814004306051,0.9950213371266002
M3@0.3 & R5@0.3 & R5@0.5 & S5@0.3,4,MRS,4213,0.04512784258277366,0.9978637550439117
M3@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,5,MRS,4212,0.045117131013207364,0.9978632478632479
M3@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,5,MRS,4190,0.04488147648274902,0.9949880668257757
M3@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,4171,0.04467795666098953,0.9978422440661712
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R3@0.3 & S5@0.3 & S5@0.5,7,FRS,4168,0.04464582195229067,0.9973608445297505
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FRS,4166,0.04462439881315809,0.9973595775324052
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & R5@0.3,6,FMR,4147,0.04442087899139861,0.9927658548348204
M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5,5,MR,4128,0.04421735916963913,0.997093023255814
R3@0.3 & R3@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,RS,4121,0.04414237818267511,0.9956321281242417
M1@0.3 & M1@0.5 & R1@0.3,3,MR,4092,0.04383174266525274,0.9951124144672532
M3@0.3 & R4@0.3 & R4@0.5 & R4@0.7,4,MR,4092,0.04383174266525274,0.9914467253176931
M1@0.3 & M2@0.3 & R4@0.3,3,MR,4087,0.043778184817421295,0.9892341570834353
M5@0.3 & S5@0.3,2,MS,4068,0.043574664995661816,0.992133726647001
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R1@0.3,6,FMR,4066,0.043553241856529236,0.9975405804230202
R2@0.3 & S4@0.3,2,RS,4063,0.04352110714783037,0.9849864632045287
M5@0.3 & S5@0.3 & S5@0.5,3,MS,4061,0.043499684008697796,0.9921201674464417
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R3@0.5 & S4@0.3 & S4@0.5,7,FRS,4059,0.043478260869565216,0.9970436067997044
R2@0.3 & S4@0.3 & S4@0.5,3,RS,4058,0.04346754929999893,0.9852143913257763
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R3@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FRS,4056,0.04344612616086635,0.997534516765286
R4@0.3 & S1@0.3,2,RS,4046,0.04333901046520346,0.9935739001482946
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5,8,FMR,4046,0.04333901046520346,0.9987642115669797
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,8,FMRS,4045,0.04332829889563718,0.9977750309023485
R4@0.3 & S1@0.3 & S1@0.5,3,RS,4044,0.04331758732607089,0.9938180019782393
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & R4@0.3,6,FMR,4039,0.043264029478239444,0.9925724189155731
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R4@0.3,7,FMR,4038,0.04325331790867316,0.9962852897473997
R4@0.3 & S1@0.3 & S1@0.5 & S1@0.7,4,RS,4036,0.043231894769540584,0.9940535183349851
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R3@0.3,5,FMR,4029,0.043156913782576564,0.9890791759741872
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & M5@0.5 & M5@0.7,6,FM,4021,0.04307122122604625,0.99328525242477
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,4009,0.04294268239125079,0.9992516837116487
M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3 & R4@0.5,5,MR,4008,0.0429319708216845,0.9970059880239521
M2@0.3 & R1@0.3,2,MR,3996,0.04280343198688904,0.9864864864864865
M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5 & R4@0.7,5,MR,3991,0.0427498741390576,0.9954898521673766
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & S1@0.3 & S1@0.5,6,FRS,3990,0.042739162569491305,0.9959899749373433
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & S1@0.3 & S1@0.5 & S1@0.7,7,FRS,3989,0.04272845099992502,0.9959889696665831
M5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,4,MS,3986,0.04269631629122615,0.9924736578023081
M1@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5,5,MRS,3980,0.04263204687382842,0.9982412060301508
M1@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3976,0.042589200595563266,0.9982394366197183
R2@0.3 & S4@0.3 & S4@0.5 & S4@0.7,4,RS,3974,0.04256777745643069,0.9929542023150478
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3962,0.04243923862163523,0.9989904088844018
M1@0.3 & M1@0.5 & R4@0.3 & R5@0.3,4,MR,3955,0.04236425763467121,0.9957016434892542
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R5@0.3,7,FMR,3935,0.042150026243345434,0.9974587039390089
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R1@0.3,5,FMR,3930,0.042096468395513995,0.9923664122137404
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3 & R4@0.5,8,FMR,3920,0.04198935269985111,0.9987244897959183
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & S4@0.3 & S4@0.5,6,FRS,3907,0.041850102295489355,0.9953928845661633
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5 & R4@0.7,8,FMR,3907,0.041850102295489355,0.9974404914256463
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & S4@0.3 & S4@0.5 & S4@0.7,7,FRS,3904,0.041817967586790496,0.9961577868852459
M1@0.3 & M2@0.3 & R3@0.3,3,MR,3893,0.041700140321561316,0.9894682763935269
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R4@0.3 & R4@0.5 & R4@0.7,7,FMR,3885,0.04161444776503101,0.9961389961389961
M4@0.3 & R5@0.3 & R5@0.5,3,MR,3877,0.0415287552085007,0.9901986071704927
M4@0.3 & R4@0.3 & R4@0.5,3,MR,3875,0.04150733206936812,0.9889032258064516
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,8,MRS,3873,0.04148590893023555,0.9994836044410018
M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,MRS,3867,0.04142163951283782,0.9994828032066201
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,12,FMRS,3857,0.04131452381717493,0.9997407311381903
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & R3@0.3,6,FMR,3852,0.04126096596934349,0.9924714434060229
M2@0.3 & M2@0.5 & R2@0.3 & R2@0.5,4,MR,3798,0.040682541212763906,0.9947340705634544
