intent,intent_size,dimensions,n_customers,support,stability_proxy
M3@0.3 & M3@0.5 & R3@0.3 & R3@0.5,4,MR,3776,0.04044688668230556,0.9899364406779662
M1@0.3 & M1@0.5 & M2@0.3 & S5@0.3 & S5@0.5,5,MS,3772,0.04040404040404041,0.9970837751855779
M4@0.3 & M4@0.5 & M4@0.7 & S5@0.3 & S5@0.5,5,MS,3771,0.040393328834474114,0.9952267303102625
R5@0.3 & R5@0.5 & R5@0.7 & S4@0.3,4,RS,3768,0.04036119412577525,0.9909766454352441
R5@0.3 & R5@0.5 & R5@0.7 & S4@0.3 & S4@0.5,5,RS,3760,0.04027550156924494,0.9912234042553192
M1@0.3 & M1@0.5 & M2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MS,3758,0.04025407843011236,0.9970729111229377
M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & R3@0.7,5,MR,3741,0.04007198174748546,0.9962576851109329
M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,6,MRS,3736,0.040018423899654015,0.9989293361884368
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M2@0.3 & S5@0.3 & S5@0.5,8,FMS,3733,0.03998628919095515,0.998660594695955
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMS,3732,0.03997557762138886,0.9986602357984995
M1@0.3 & R2@0.3 & R2@0.5 & R2@0.7,4,MR,3725,0.03990059663442484,0.9954362416107383
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R2@0.3 & R2@0.5,7,FMR,3725,0.03990059663442484,0.9967785234899329
M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3724,0.039889885064858556,0.9989258861439313
M4@0.3 & M4@0.5 & R4@0.3,3,MR,3716,0.03980419250832824,0.9822389666307858
M3@0.3 & M3@0.5 & R4@0.3 & S5@0.3,4,MRS,3713,0.03977205779962938,0.995152168058174
M3@0.3 & M3@0.5 & R4@0.3 & S5@0.3 & S5@0.5,5,MRS,3711,0.0397506346604968,0.9951495553759094
M4@0.3 & M4@0.5 & M4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,6,MS,3709,0.03972921152136422,0.9951469398759774
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & R2@0.5 & R2@0.7,7,FMR,3702,0.0396542305344002,0.9972987574284171
M1@0.3 & M2@0.3 & R5@0.3,3,MR,3692,0.03954711483873732,0.991332611050921
M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5 & R5@0.7,5,MR,3691,0.03953640326917103,0.9926849092386887
M3@0.3 & M3@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3676,0.039375729725676704,0.9951033732317737
M3@0.3 & M3@0.5 & R5@0.3 & S5@0.3,4,MRS,3674,0.039354306586544124,0.9961894393032118
M3@0.3 & M3@0.5 & R5@0.3 & S5@0.3 & S5@0.5,5,MRS,3673,0.03934359501697784,0.9961884018513477
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & S5@0.3 & S5@0.5,6,FMS,3671,0.03932217187784526,0.9970035412694089
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,FMS,3670,0.03931146030827897,0.9970027247956403
M3@0.3 & R4@0.3 & R4@0.5 & S5@0.3,4,MRS,3663,0.03923647932131495,0.9978159978159978
M3@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5,5,MRS,3661,0.03921505618218238,0.9978148046981699
M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & S5@0.3 & S5@0.5,6,MRS,3661,0.03921505618218238,0.9986342529363562
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M3@0.3 & M3@0.5,6,FM,3659,0.0391936330430498,0.9863350642251981
M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3659,0.0391936330430498,0.9986335064225198
R2@0.3 & R3@0.3 & R3@0.5,3,R,3654,0.03914007519521836,0.9863163656267104
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & S5@0.3 & S5@0.5,9,FMRS,3651,0.03910794048651949,0.9991783073130649
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3651,0.03910794048651949,0.9994522048753766
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3650,0.0390972289169532,0.9991780821917808
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & R5@0.3,6,FMR,3648,0.039075805777820626,0.9945175438596491
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & R3@0.7,8,FMR,3648,0.039075805777820626,0.9978070175438597
R4@0.3 & R5@0.3 & R5@0.5 & S5@0.3,4,RS,3638,0.03896869008215774,0.9961517317207257
R4@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,5,RS,3636,0.03894726694302516,0.9961496149614961
M3@0.3 & M3@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3635,0.03893655537345887,0.9964236588720771
R5@0.3 & R5@0.5 & R5@0.7 & S4@0.3 & S4@0.5 & S4@0.7,6,RS,3629,0.03887228595606114,0.9953155139156793
M3@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3628,0.03886157438649485,0.9977949283351709
M1@0.3 & R1@0.3 & R1@0.5,3,MR,3627,0.038850862816928566,0.9909015715467329
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R3@0.3 & R3@0.5,7,FMR,3623,0.03880801653866341,0.992823626828595
M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5,6,MRS,3617,0.03874374712126568,0.9988941111418302
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,7,MRS,3610,0.03866876613430166,0.9991689750692521
M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3609,0.038658054564735374,0.9988916597395401
M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,3607,0.038636631425602794,0.9991682838924314
R4@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,RS,3606,0.03862591985603651,0.9961175818080976
M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3,4,MR,3605,0.038615208286470214,0.9936199722607489
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,10,FMRS,3602,0.038583073577771354,0.9994447529150472
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,3600,0.038561650438638774,0.9994444444444445
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R1@0.3 & R1@0.5,6,FMR,3599,0.03855093886907249,0.9944429008057794
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5,9,FMRS,3590,0.03845453474297589,0.9994428969359331
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3589,0.0384438231734096,0.999442741710783
M3@0.3 & R3@0.3 & R3@0.5 & R3@0.7,4,MR,3576,0.03830457276904785,0.9921700223713646
R1@0.3 & R1@0.5 & R1@0.7 & S5@0.3,4,RS,3547,0.03799393725162548,0.9952072173667889
R1@0.3 & R1@0.5 & R1@0.7 & S5@0.3 & S5@0.5,5,RS,3546,0.03798322568205919,0.9952058657642414
F1@0.3 & F1@0.5 & F1@0.7 & R5@0.3 & R5@0.5 & R5@0.7 & S4@0.3 & S4@0.5 & S4@0.7,9,FRS,3542,0.037940379403794036,0.9985883681535855
R1@0.3 & R1@0.5 & R1@0.7 & S5@0.3 & S5@0.5 & S5@0.7,6,RS,3540,0.03791895626466146,0.9951977401129943
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R3@0.3 & R3@0.5,6,FR,3536,0.03787610998639631,0.9929298642533937
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R4@0.3 & R4@0.5,6,FMR,3534,0.03785468684726373,0.9957555178268251
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,3526,0.037768994290733424,0.995745887691435
M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5,6,MRS,3523,0.03773685958203456,0.9988646040306557
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R5@0.3 & R5@0.5,6,FMR,3519,0.037694013303769404,0.9957374254049446
M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3518,0.03768330173420311,0.9988629903354178
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3518,0.03768330173420311,0.9974417282546901
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,8,FRS,3510,0.037597609177672804,0.9985754985754985
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FRS,3509,0.03758689760810652,0.9985750926189798
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5,9,FMRS,3504,0.03753333976027507,0.9994292237442922
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3503,0.037522628190708784,0.9994290608050242
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3492,0.03740480092547961,0.9982817869415808
M3@0.3 & R2@0.3 & R2@0.5,3,MR,3489,0.037372666216780745,0.9853826311263972
M3@0.3 & M3@0.5 & R2@0.3,3,MR,3486,0.03734053150808188,0.9827882960413081
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & R1@0.5 & R1@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,FRS,3485,0.03732981993851559,0.9985652797704447
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R4@0.3 & R4@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3475,0.037222704242852706,0.999136690647482
M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5,6,MRS,3459,0.037051319129792086,0.9988435964151489
M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3457,0.03702989599065951,0.998842927393694
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3,7,FMR,3454,0.036997761281960646,0.9971048060220035
M3@0.3 & M3@0.5 & S4@0.3,3,MS,3452,0.036976338142828066,0.984936268829664
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,7,MRS,3450,0.03695491500369549,0.998840579710145
M1@0.3 & S3@0.3 & S3@0.5,3,MS,3449,0.0369442034341292,0.9927515221803421
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3449,0.0369442034341292,0.9994201217744274
M3@0.3 & M3@0.5 & S4@0.3 & S4@0.5,4,MS,3445,0.03690135715586405,0.9849056603773585
M1@0.3 & R3@0.3 & R4@0.3,3,MR,3442,0.03686922244716518,0.9927367809413132
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3 & R3@0.5 & R3@0.7,7,FMR,3437,0.03681566459933374,0.9956357288332849
M2@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5,5,MRS,3433,0.03677281832106859,0.9959219341683658
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & M4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,9,FMS,3433,0.03677281832106859,0.9985435479172735
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R4@0.3,6,FMR,3432,0.0367621067515023,0.9941724941724942
M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,3431,0.03675139518193601,0.9988341591372778
M1@0.3 & S3@0.3 & S3@0.5 & S3@0.7,4,MS,3427,0.036708548903670854,0.9950393930551503
M2@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3425,0.03668712576453828,0.9962043795620438
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & S3@0.3 & S3@0.5,6,FMS,3417,0.03660143320800797,0.9961954931226222
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & S3@0.3 & S3@0.5 & S3@0.7,7,FMS,3412,0.03654787536017653,0.9970691676436108
R2@0.3 & R2@0.5 & R3@0.3,3,R,3401,0.036430048094947355,0.9735371949426639
M4@0.3 & M4@0.5 & R5@0.3,3,MR,3383,0.036237239842754156,0.9864026012415016
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & R4@0.3,6,FMR,3383,0.036237239842754156,0.9911321312444575
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3 & R2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3375,0.03615154728622385,0.9982222222222222
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,3375,0.03615154728622385,0.9994074074074074
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R2@0.3 & R2@0.5,6,FMR,3341,0.03578735392097004,0.9910206524992518
M1@0.3 & M2@0.3 & M2@0.5 & S5@0.3 & S5@0.5,5,MS,3338,0.03575521921227117,0.9943079688436189
M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R5@0.3,5,MR,3335,0.03572308450357231,0.9955022488755623
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R2@0.3,6,FMR,3335,0.03572308450357231,0.9883058470764617
M2@0.3 & M2@0.5 & M2@0.7 & R3@0.3 & R3@0.5,5,MR,3332,0.035690949794873444,0.9945978391356542
M1@0.3 & M2@0.3 & M2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,6,MS,3330,0.035669526655740864,0.9942942942942943
M3@0.3 & M3@0.5 & S4@0.3 & S4@0.5 & S4@0.7,5,MS,3326,0.03562668037747571,0.9912808177991581
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R4@0.3 & R5@0.3,8,FMR,3324,0.03560525723834313,0.9969915764139591
M1@0.3 & S1@0.3 & S1@0.5,3,MS,3314,0.03549814154268025,0.9951719975859988
M1@0.3 & S1@0.3 & S1@0.5 & S1@0.7,4,MS,3312,0.03547671840354767,0.9951690821256038
M1@0.3 & M1@0.5 & M1@0.7 & R1@0.3,4,MR,3310,0.03545529526441509,0.9948640483383686
M3@0.3 & M3@0.5 & M3@0.7 & R3@0.3,4,MR,3310,0.03545529526441509,0.9903323262839879
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & S1@0.3 & S1@0.5,6,FMS,3306,0.03541244898614994,0.9969751966122202
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & S1@0.3 & S1@0.5 & S1@0.7,7,FMS,3305,0.03540173741658365,0.9969742813918305
M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3,5,MRS,3300,0.03534817956875221,0.9972727272727273
M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5,6,MRS,3299,0.03533746799918592,0.9972719005759321
R4@0.3 & R4@0.5 & S1@0.3,3,RS,3297,0.035316044860053346,0.9960570215347285
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R1@0.3,7,FMR,3297,0.035316044860053346,0.9969669396420989
R4@0.3 & R4@0.5 & S1@0.3 & S1@0.5,4,RS,3296,0.03530533329048705,0.9960558252427184
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R2@0.5 & R3@0.3,6,FR,3296,0.03530533329048705,0.9845266990291263
R4@0.3 & R4@0.5 & S1@0.3 & S1@0.5 & S1@0.7,5,RS,3291,0.03525177544265561,0.9960498328775448
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & M2@0.5 & S5@0.3 & S5@0.5 & S5@0.7,9,FMS,3288,0.035219640733956746,0.9969586374695864
M2@0.3 & S1@0.3 & S1@0.5,3,MS,3279,0.035123236607860146,0.9920707532784385
M2@0.3 & S1@0.3 & S1@0.5 & S1@0.7,4,MS,3277,0.03510181346872757,0.992065913945682
M2@0.3 & R2@0.3 & R2@0.5 & R2@0.7,4,MR,3271,0.03503754405132984,0.9911342097217977
M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3268,0.03500540934263097,0.9972460220318238
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & S1@0.3 & S1@0.5 & S1@0.7,7,FMS,3251,0.03482331266000407,0.9953860350661335
M4@0.3 & M4@0.5 & R3@0.3,3,MR,3245,0.03475904324260634,0.9808936825885979
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R4@0.5 & S1@0.3 & S1@0.5 & S1@0.7,8,FRS,3245,0.03475904324260634,0.998151001540832
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R3@0.3 & R3@0.5,8,FMR,3241,0.03471619696434119,0.9969145325516816
M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & S5@0.3 & S5@0.5,6,MRS,3232,0.03461979283824459,0.9984529702970297
M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5 & R2@0.7,5,MR,3223,0.03452338871214799,0.9972075705864102
M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & S5@0.3,5,MRS,3223,0.03452338871214799,0.9972075705864102
M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5,6,MRS,3222,0.0345126771425817,0.9972067039106145
M2@0.3 & M2@0.5 & M2@0.7 & R2@0.3,4,MR,3219,0.034480542433882835,0.9916123019571296
M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3215,0.03443769615561768,0.9984447900466563
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & S4@0.3 & S4@0.5 & S4@0.7,8,FMS,3215,0.03443769615561768,0.995334370139969
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3 & R2@0.5 & R2@0.7,8,FMR,3210,0.03438413830778624,0.9984423676012462
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3 & R2@0.5 & R2@0.7,7,FMR,3209,0.03437342673821995,0.9953256466188843
M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3209,0.03437342673821995,0.9975070115300717
M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3 & S5@0.3 & S5@0.5,6,MRS,3198,0.034255599472990776,0.9978111319574734
M2@0.3 & M2@0.5 & R2@0.3 & S5@0.3,4,MRS,3193,0.034202041625159336,0.9965549639837143
M2@0.3 & M2@0.5 & R2@0.3 & S5@0.3 & S5@0.5,5,MRS,3192,0.03419133005559304,0.9965538847117794
R4@0.3 & R4@0.5 & R5@0.3 & S5@0.3 & S5@0.5,5,RS,3192,0.03419133005559304,0.9956140350877193
M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3187,0.0341377722077616,0.9981173517414497
M2@0.3 & M2@0.5 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3183,0.03409492592949645,0.9971724787935909
M1@0.3 & M1@0.5 & R1@0.3 & R1@0.5,4,MR,3179,0.0340520796512313,0.9943378420887071
M4@0.3 & R3@0.3 & R3@0.5,3,MR,3174,0.03399852180339985,0.9826717076244487
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R3@0.3,7,FMR,3170,0.0339556755251347,0.9952681388012619
M3@0.3 & M3@0.5 & M3@0.7 & R4@0.3 & R4@0.5,5,MR,3168,0.033934252386002124,0.9962121212121212
R4@0.3 & R4@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,RS,3167,0.03392354081643583,0.9955794126934007
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3166,0.033912829246869544,0.9993682880606444
M2@0.3 & M2@0.5 & R4@0.3 & R5@0.3,4,MR,3163,0.03388069453817068,0.9917799557382232
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R1@0.3 & R1@0.5,7,FMR,3157,0.033816425120772944,0.9968324358568261
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R2@0.3,7,FMR,3155,0.03379500198164037,0.9952456418383518
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R5@0.3 & R5@0.5 & R5@0.7 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3139,0.03362361686857975,0.9990442816183498
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3134,0.03357005902074831,0.9987236758136566
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R4@0.3 & S5@0.3 & S5@0.5 & S5@0.7,10,FMRS,3132,0.03354863588161573,0.9990421455938697
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R2@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FMRS,3127,0.03349507803378429,0.998081228014071
M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5,7,MRS,3120,0.03342009704682027,0.9993589743589744
M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,3113,0.03334511605985625,0.9993575329264375
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5,10,FMRS,3103,0.03323800036419337,0.999677731227844
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3 & R4@0.5 & R4@0.7 & S5@0.3 & S5@0.5 & S5@0.7,11,FMRS,3102,0.03322728879462708,0.9996776273372018
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R4@0.5 & R5@0.3 & S5@0.3 & S5@0.5 & S5@0.7,9,FRS,3098,0.03318444251636192,0.9983860555196902
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & R5@0.3,7,FMR,3097,0.03317373094679563,0.9941879237972231
M1@0.3 & R2@0.3 & R3@0.3,3,MR,3094,0.03314159623809677,0.9912734324499031
R4@0.3 & S3@0.3,2,RS,3089,0.03308803839026533,0.9841372612495953
M5@0.3 & M5@0.5 & S5@0.3,3,MS,3083,0.033023768972867594,0.9928640934155044
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & R5@0.3,6,FMR,3083,0.033023768972867594,0.993512812195913
R4@0.3 & S3@0.3 & S3@0.5,3,RS,3081,0.033002345833735014,0.98539435248296
M1@0.3 & M2@0.3 & R5@0.3 & R5@0.5,4,MR,3080,0.03299163426416873,0.9944805194805195
M5@0.3 & M5@0.5 & S5@0.3 & S5@0.5,4,MS,3078,0.032970211125036154,0.9928525016244314
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3 & R3@0.3,6,FMR,3078,0.032970211125036154,0.9935022742040286
M3@0.3 & M3@0.5 & R3@0.3 & S5@0.3,4,MRS,3075,0.03293807641633729,0.9941463414634146
M3@0.3 & M3@0.5 & R3@0.3 & S5@0.3 & S5@0.5,5,MRS,3074,0.032927364846770994,0.9941444372153546
M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5 & R5@0.7,6,MR,3059,0.03276669130327667,0.9960771493952272
M2@0.3 & M2@0.5 & M2@0.7 & S4@0.3,4,MS,3055,0.032723845025011515,0.9918166939443536
M2@0.3 & M2@0.5 & M2@0.7 & S4@0.3 & S4@0.5,5,MS,3053,0.032702421885878935,0.9924664264657713
M3@0.3 & M3@0.5 & R3@0.3 & S5@0.3 & S5@0.5 & S5@0.7,6,MRS,3053,0.032702421885878935,0.9941041598427776
M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5 & S5@0.3,5,MRS,3049,0.03265957560761378,0.9977041653000984
M3@0.3 & M3@0.5 & R5@0.3 & R5@0.5 & S5@0.3 & S5@0.5,6,MRS,3048,0.032648864038047495,0.9977034120734908
M2@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5,6,MRS,3046,0.032627440898914915,0.9980302035456337
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & R5@0.3 & R5@0.5,7,FMR,3046,0.032627440898914915,0.9967170059093894
M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5,7,MRS,3042,0.03258459462064976,0.9993425378040762
R4@0.3 & R4@0.5 & R4@0.7 & S4@0.3,4,RS,3038,0.03254174834238461,0.989466754443713
M1@0.3 & M1@0.5 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,8,MRS,3037,0.03253103677281832,0.9993414553836022
R4@0.3 & R4@0.5 & R4@0.7 & S4@0.3 & S4@0.5,5,RS,3034,0.032498902064119456,0.990112063282795
M2@0.3 & R3@0.3 & R3@0.5 & R3@0.7 & S5@0.3 & S5@0.5 & S5@0.7,7,MRS,3033,0.03248819049455317,0.9980217606330366
M2@0.3 & R1@0.3 & R1@0.5,3,MR,3028,0.03243463264672172,0.9834874504623514
